2026-05-05 13:14:14,700 [WARNING]  * Debugger is active!
2026-05-05 13:14:14,705 [INFO]  * Debugger PIN: 299-881-398
2026-05-05 13:14:14,735 [INFO] 创建新会话: a136414d-3d02-4e69-97e4-c2f94dc84d56 (活跃会话数: 1)
2026-05-05 13:14:14,739 [INFO] 127.0.0.1 - - [05/May/2026 13:14:14] "POST /api/guess?session_id=4eb2411a-5ff6-48a6-aaa8-058de073dc3c HTTP/1.1" 200 -
2026-05-05 13:15:03,843 [INFO] 创建新会话: 3e72f480-1f8f-4ab2-93a1-53ad62ad6789 (活跃会话数: 2)
2026-05-05 13:15:03,843 [INFO] 127.0.0.1 - - [05/May/2026 13:15:03] "GET /api/status HTTP/1.1" 200 -
2026-05-05 13:15:11,564 [INFO] [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://192.168.0.110:5000
2026-05-05 13:15:11,564 [INFO] [33mPress CTRL+C to quit[0m
2026-05-05 13:15:11,577 [INFO]  * Restarting with watchdog (windowsapi)
2026-05-05 13:15:21,304 [INFO] 创建新会话: dd916c77-fcb7-4d92-a20d-340a3a10771e (活跃会话数: 3)
2026-05-05 13:15:21,304 [INFO] 127.0.0.1 - - [05/May/2026 13:15:21] "GET /api/status HTTP/1.1" 200 -
2026-05-05 13:15:22,839 [WARNING]  * Debugger is active!
2026-05-05 13:15:22,844 [INFO]  * Debugger PIN: 299-881-398
2026-05-05 13:16:09,331 [INFO] 创建新会话: 79b0751b-b9d1-40c5-98ba-fdc80dc3052c (活跃会话数: 4)
2026-05-05 13:16:09,331 [INFO] 127.0.0.1 - - [05/May/2026 13:16:09] "GET /api/status HTTP/1.1" 200 -
2026-05-05 13:18:39,698 [INFO]  * Detected change in 'D:\\codeSoft\\Lib\\site-packages\\~orchaudio\\kaldi_io.py', reloading
2026-05-05 13:18:39,698 [INFO]  * Detected change in 'D:\\codeSoft\\Lib\\site-packages\\~orchaudio\\version.py', reloading
2026-05-05 13:18:39,698 [INFO]  * Detected change in 'D:\\codeSoft\\Lib\\site-packages\\~orchaudio\\version.py', reloading
2026-05-05 13:18:39,698 [INFO]  * Detected change in 'D:\\codeSoft\\Lib\\site-packages\\~orchaudio\\__init__.py', reloading
2026-05-05 13:18:39,698 [INFO]  * Detected change in 'D:\\codeSoft\\Lib\\site-packages\\~orchaudio\\__init__.py', reloading
2026-05-05 13:18:39,703 [INFO]  * Detected change in 'D:\\codeSoft\\Lib\\site-packages\\~orchaudio\\backend\\common.py', reloading
2026-05-05 13:18:39,703 [INFO]  * Detected change in 'D:\\codeSoft\\Lib\\site-packages\\~orchaudio\\backend\\no_backend.py', reloading
2026-05-05 13:18:39,703 [INFO]  * Detected change in 'D:\\codeSoft\\Lib\\site-packages\\~orchaudio\\backend\\no_backend.py', reloading
2026-05-05 13:18:39,703 [INFO]  * Detected change in 'D:\\codeSoft\\Lib\\site-packages\\~orchaudio\\backend\\soundfile_backend.py', reloading
2026-05-05 13:18:39,703 [INFO]  * Detected change in 'D:\\codeSoft\\Lib\\site-packages\\~orchaudio\\backend\\sox_io_backend.py', reloading
2026-05-05 13:18:39,703 [INFO]  * Detected change in 'D:\\codeSoft\\Lib\\site-packages\\~orchaudio\\backend\\soundfile_backend.py', reloading
2026-05-05 13:18:39,703 [INFO]  * Detected change in 'D:\\codeSoft\\Lib\\site-packages\\~orchaudio\\backend\\_no_backend.py', reloading
g
2026-05-05 13:18:39,703 [INFO]  * Detected change in 'D:\\codeSoft\\Lib\\site-packages\\~orchaudio\\backend\\_no_backend.py', reloading
2026-05-05 13:18:39,703 [INFO]  * Detected change in 'D:\\codeSoft\\Lib\\site-packages\\~orchaudio\\backend\\_sox_io_backend.py', reloading
2026-05-05 13:18:39,703 [INFO]  * Detected change in 'D:\\codeSoft\\Lib\\site-packages\\~orchaudio\\backend\\_sox_io_backend.py', reloading
2026-05-05 13:18:39,703 [INFO]  * Detected change in 'D:\\codeSoft\\Lib\\site-packages\\~orchaudio\\backend\\__init__.py', reloading
2026-05-05 13:18:39,703 [INFO]  * Detected change in 'D:\\codeSoft\\Lib\\site-packages\\~orchaudio\\backend\\__init__.py', reloading
2026-05-05 13:18:39,703 [INFO]  * Detected change in 'D:\\codeSoft\\Lib\\site-packages\\~orchaudio\\compliance\\kaldi.py', reloading
